,,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10,top_11,top_12
epoch_30,uid_117628,3910,2336,6170,2268,921,1845,971,51255,81845,89745,1466,3916
epoch_30,uid_21453,4262,61240,26614,4014,6380,1244,5673,32,44191,2357,3462,6187
epoch_30,uid_229622,8645,1625,3916,3061,3581,6170,921,6,3462,48394,29,44195
epoch_30,uid_167368,8645,3061,915,52281,2360,1960,55290,5669,68954,4378,971,2467
epoch_30,uid_21772,3476,8253,122886,3362,1952,117533,8638,2467,6711,8910,106918,3421
epoch_30,uid_176555,8950,3581,1171,55276,6187,177593,3741,104069,50068,475,4880,2618
epoch_30,uid_166868,246,971,5878,921,55052,3581,589,26614,7256,104069,2357,3007
epoch_31,uid_128088,8638,106918,27846,85774,1527,1340,1247,74324,6818,80489,5690,2010
epoch_31,uid_267455,32,3198,2731,1299,2268,3741,91658,2359,1194,1220,1280,8917
epoch_31,uid_73381,3916,4102,2745,68954,6350,1077,3360,106918,2268,50068,6787,101
epoch_31,uid_117628,8645,4967,5690,3148,2360,965,3037,1227,29,3741,106918,80906
epoch_31,uid_21453,106918,5690,2268,85774,3148,122886,5060,3741,3360,88810,8228,8638
epoch_31,uid_229622,8910,106918,942,88810,3148,6620,1238,7256,1961,122886,4967,8638
epoch_31,uid_167368,965,4262,48774,1610,27831,8961,1298,88810,2076,166643,2729,163134
epoch_31,uid_21772,51255,1527,50068,17,6539,3741,1280,8961,3198,1298,2076,2511
epoch_31,uid_176555,47610,3198,1246,2010,907,80489,4967,1610,88129,27317,589,1084
epoch_31,uid_166868,3246,32,1527,36,3741,3061,33154,5292,1952,7445,3462,55820
epoch_32,uid_128088,1394,3083,108932,1226,1387,3007,2064,81591,3507,6440,911,2467
epoch_32,uid_267455,106918,50068,1084,6870,2857,7256,26614,1625,4251,1298,6283,3100
epoch_32,uid_73381,3581,6187,27878,8638,2729,7256,55052,2357,2997,54999,4262,1249
epoch_32,uid_117628,6242,7137,3360,31658,1527,8370,5954,5673,3007,91658,8228,8638
epoch_32,uid_21453,26662,54259,3100,50872,2731,7256,1226,1253,907,48774,2064,1238
epoch_32,uid_229622,54997,6440,2064,5673,915,6062,8961,5690,955,95654,61236,5292
epoch_32,uid_167368,7256,5673,1226,1945,6440,58,2501,98491,914,921,2268,6062
epoch_32,uid_21772,6440,5673,72641,1610,78499,5690,44665,1252,104069,6242,2064,8370
epoch_32,uid_176555,5292,1625,1227,1253,914,1280,85774,2357,5669,1086,54999,6440
epoch_32,uid_166868,55290,99114,85774,8645,2618,179133,8253,163134,54259,3629,5060,1361
epoch_33,uid_128088,78499,1084,34153,177593,122886,58998,3362,50685,1884,64839,2312,150548
epoch_33,uid_267455,7482,2859,63082,1104,2020,2745,2064,6062,1077,3148,79185,88810
epoch_33,uid_73381,27660,54259,6807,3198,4967,92259,1361,98491,55290,89745,58,69481
epoch_33,uid_117628,6440,2997,48043,88129,2857,54259,104069,30749,1171,2731,3421,1280
epoch_33,uid_21453,8370,55290,7482,1953,4873,1298,3507,3007,1171,955,88129,58
epoch_33,uid_229622,97304,1963,3360,7137,1884,50872,2859,50685,475,8370,3507,4251
epoch_33,uid_167368,1682,2064,115617,8370,81591,475,97304,91658,1963,4326,3114,7137
epoch_33,uid_21772,97304,91658,4880,55290,589,7137,3507,89745,55052,45081,26614,5060
epoch_33,uid_176555,8370,7137,91658,1185,3507,54259,69481,78499,4235,905,5049,3362
epoch_33,uid_166868,50872,31658,44195,68954,955,2076,1884,4014,1238,942,5673,926
epoch_34,uid_128088,1963,6283,3168,58559,44195,5013,916,246,6867,5989,6565,4239
epoch_34,uid_267455,5989,6502,3007,3910,1185,1223,6296,88129,2664,2248,104069,8950
epoch_34,uid_73381,1171,6242,2064,2413,2857,4873,2726,2391,3100,2333,1298,1272
epoch_34,uid_117628,112852,1963,906,69481,163134,3198,4880,916,1272,2020,6502,6283
epoch_34,uid_21453,3198,2857,4251,6377,8917,6296,89745,117533,906,98491,3703,5669
epoch_34,uid_229622,7482,3100,1952,1226,79185,3741,163134,1171,3470,1272,911,1466
epoch_34,uid_167368,3421,6296,33154,79185,2664,1086,223,916,88129,80906,3470,46578
epoch_34,uid_21772,1466,7256,88129,80906,2020,31658,6502,112852,1086,4967,3462,7482
epoch_34,uid_176555,6170,1226,7482,8910,3476,1028,2268,2511,8638,1944,356,6539
epoch_34,uid_166868,3198,907,89745,905,3360,6539,79185,122886,2064,1449,6874,6062
epoch_35,uid_128088,36,26614,88810,2360,5903,45081,921,111759,7263,1280,97304,1261
epoch_35,uid_267455,1387,3061,1171,4880,1394,914,1252,36,1963,955,6299,45081
epoch_35,uid_73381,6502,1252,81591,1466,6062,59387,79185,2644,61236,1968,911,4378
epoch_35,uid_117628,4014,98491,1185,1252,4873,79185,59387,48774,6942,55052,497,50685
epoch_35,uid_21453,45081,78499,1963,1084,101,1280,3421,905,3061,8950,4720,115617
epoch_35,uid_229622,1246,1953,906,2857,1280,1131,3007,117533,1298,1185,59387,2732
epoch_35,uid_167368,4251,4886,3275,1084,6377,6283,1077,3741,955,1171,1653,96829
epoch_35,uid_21772,1226,98491,1171,101,1394,3007,79185,955,905,3100,3148,2997
epoch_35,uid_176555,1953,3037,971,6296,5103,58,1298,51255,1527,1292,88810,6711
epoch_35,uid_166868,4326,906,112852,2020,101,117533,4880,50068,6296,7482,97304,1610
epoch_36,uid_128088,3148,5673,55290,926,1252,27878,69844,5791,62344,1953,1090,7137
epoch_36,uid_267455,3552,1226,7263,916,74324,99114,6787,33154,3671,1968,44195,2947
epoch_36,uid_73381,1953,2249,3470,104069,7802,115617,88129,4251,3104,2739,1090,1188
epoch_36,uid_117628,1226,6062,6874,1298,54997,4251,1223,88810,955,1953,1220,7160
epoch_36,uid_21453,4967,2859,6062,104069,916,163134,6620,7160,6283,926,3629,911
epoch_36,uid_229622,88129,2268,55052,6283,4105,3629,1394,2795,83134,2731,34153,1227
epoch_36,uid_167368,8254,7160,45081,7649,72226,1227,2288,1223,2859,104374,6787,2739
epoch_36,uid_21772,163134,1223,1084,177593,4014,2857,3910,4251,906,6283,1884,54997
epoch_36,uid_176555,91542,1340,106918,101,1194,2644,6870,6787,34153,79185,1274,6283
epoch_36,uid_166868,4251,2731,6620,4967,2633,50685,915,2644,3100,1226,223,1963
epoch_37,uid_128088,8937,6350,2633,4422,1171,48043,1086,4902,122882,1298,81788,3676
epoch_37,uid_267455,2726,475,6620,2076,2313,27660,2511,55052,92259,3740,5899,166643
epoch_37,uid_73381,1220,1527,2511,97304,45081,2194,95167,5049,80906,6711,32,71462
epoch_37,uid_117628,2511,6620,914,911,6377,5103,95654,2599,27317,1374,2644,44195
epoch_37,uid_21453,2745,166643,3740,915,1394,2511,6711,3252,2194,1292,55052,1185
epoch_37,uid_229622,2511,5103,98491,177593,2745,1266,2644,104069,166643,1301,916,2144
epoch_37,uid_167368,2726,2511,1266,1280,6502,2644,3552,3178,4105,5103,6818,7063
epoch_37,uid_21772,6620,1253,2644,1374,4873,911,76093,1968,916,73017,2268,87232
epoch_37,uid_176555,906,48043,916,97304,6377,101864,3470,4251,345,6062,3148,80906
epoch_37,uid_166868,29,95654,45081,916,6440,88129,1374,2288,2511,7137,58,80906
epoch_38,uid_128088,79185,7209,57669,64614,8254,51255,2076,1931,30749,1253,1625,1653
epoch_38,uid_267455,2644,7438,97304,1340,3252,2618,8254,3037,80906,911,1884,177593
epoch_38,uid_73381,1963,33154,3507,6620,1944,26614,7438,91542,4880,6296,8254,7160
epoch_38,uid_117628,3507,3362,1884,1944,2288,2927,7438,1266,27660,177593,3061,1086
epoch_38,uid_21453,4102,2288,7206,27317,95654,1266,6502,1194,1449,2644,95167,61236
epoch_38,uid_229622,50068,4102,3362,3545,2391,3252,27846,3740,2664,92259,1340,1077
epoch_38,uid_167368,6711,61236,6620,4102,2948,50685,3703,1301,101,34153,1944,2348
epoch_38,uid_21772,3740,2731,2288,1449,2795,1944,92259,33794,1963,2312,8917,1077
epoch_38,uid_176555,2726,1931,5690,7206,6242,5060,1952,171763,117438,5446,95167,6942
epoch_38,uid_166868,2745,1653,177593,1125,3252,6711,1944,2391,1466,1252,98491,2144
epoch_39,uid_128088,59404,2731,2971,7206,1077,115617,2413,58,79702,1610,6502,3100
epoch_39,uid_267455,905,7206,1086,3507,61236,1246,1449,581,2599,69481,3470,1682
epoch_39,uid_73381,2028,2859,2948,2633,3178,110,44665,1340,1196,2618,223,1291
epoch_39,uid_117628,3470,1253,34153,2618,1340,5669,2064,7263,61236,2391,8961,166643
epoch_39,uid_21453,30749,2633,3545,475,80906,150548,2391,1227,48394,177593,1252,1340
epoch_39,uid_229622,115617,5669,48043,223,46578,150548,4886,6818,33154,1944,4326,1252
epoch_39,uid_167368,59026,27660,33794,2731,179133,1194,2745,30749,5890,117176,6874,7505
epoch_39,uid_21772,27846,83134,1682,475,34153,2160,3629,3959,30749,8254,2391,2633
epoch_39,uid_176555,3959,71462,1235,2731,2395,1261,7649,89745,50685,7160,27878,3007
epoch_39,uid_166868,34153,8254,3470,6377,150548,30749,2467,7206,8370,1227,117438,1340
epoch_40,uid_128088,1227,3307,3198,2732,99114,6242,112852,4251,111781,7560,1066,1272
epoch_40,uid_267455,1931,1944,1954,27846,2633,91542,6331,95654,48774,2249,1929,27878
epoch_40,uid_73381,2731,1931,69951,54997,2160,5103,2664,8917,2732,96829,1299,95654
epoch_40,uid_117628,6539,7206,4886,1929,2795,2633,2859,179133,2664,4963,8254,3740
epoch_40,uid_21453,3470,2726,33154,1223,4880,5890,4963,34153,1301,2795,1954,44665
epoch_40,uid_229622,1387,8254,1084,89745,6377,81591,69481,4880,4014,2288,1931,2726
epoch_40,uid_167368,938,7460,1261,4880,54997,1177,555,7147,177593,64614,4235,27846
epoch_40,uid_21772,1227,95654,166643,27317,1261,1194,1387,3470,8950,6296,27878,3061
epoch_40,uid_176555,30749,1270,4963,179133,74324,166643,555,938,8645,46976,104374,2359
epoch_40,uid_166868,1387,3671,1084,938,4102,64614,166643,7063,2726,6818,3507,3959
epoch_41,uid_128088,114554,98491,3178,2599,3104,150,1961,2859,1960,1944,337,2618
epoch_41,uid_267455,2413,4014,112290,62344,54997,7649,64614,938,1589,3676,2948,1131
epoch_41,uid_73381,1084,34153,2599,36,1610,8950,48774,6870,179133,1266,4034,27846
epoch_41,uid_117628,36,1394,475,17,3629,6711,1194,101,99114,2726,1954,8950
epoch_41,uid_21453,2020,44195,8254,1884,938,1944,6539,2732,7063,1387,3362,3676
epoch_41,uid_229622,2618,2467,2020,2076,1929,1968,4963,926,4720,8917,2599,110
epoch_41,uid_167368,337,4720,3104,3959,2391,45950,3676,7209,71462,7263,39292,55765
epoch_41,uid_21772,50685,44195,2618,2726,938,150548,3671,62344,1185,1929,2005,2599
epoch_41,uid_176555,911,1272,2020,7209,114935,1125,45950,728,62344,40815,33794,32
epoch_41,uid_166868,46578,1968,48774,27317,1266,104913,4963,7505,61236,104374,1682,76251
epoch_42,uid_128088,7063,29,102666,54997,2927,6296,114935,4886,7649,104069,1354,1365
epoch_42,uid_267455,4102,7160,1035,4235,2144,34153,2194,1216,3959,27831,5135,2993
epoch_42,uid_73381,30749,48043,3959,7980,62344,83134,3578,2359,4422,2395,7649,1150
epoch_42,uid_117628,938,3543,2248,33794,8917,2359,27878,33154,2194,7209,4422,1231
epoch_42,uid_21453,2618,6942,54997,1086,7649,246,7980,6818,62344,3959,1272,1279
epoch_42,uid_229622,27878,938,2249,30749,7263,6787,80906,2359,27317,7206,150,134853
epoch_42,uid_167368,8798,7206,2194,44195,6539,1449,7802,3415,108928,3543,16,111781
epoch_42,uid_21772,7209,4720,4102,74324,69481,59026,4422,7206,2359,2745,2249,6818
epoch_42,uid_176555,2745,2249,2076,150548,1449,2664,2599,61236,72226,431,3067,2795
epoch_42,uid_166868,48043,54997,4422,3740,1171,7802,2359,1931,7980,69481,2249,1938
epoch_43,uid_128088,70992,1274,3062,4102,7256,3252,59026,104374,2745,101,1947,3415
epoch_43,uid_267455,27773,1653,64839,17,51091,3067,4963,5890,67087,1301,6818,53123
epoch_43,uid_73381,1374,99114,3671,171763,1954,114935,1301,1784,7460,7206,1227,111781
epoch_43,uid_117628,2745,6787,46578,104374,3959,1301,1729,114935,7802,5903,1261,2732
epoch_43,uid_21453,7263,2664,104374,1929,27878,1361,1261,7460,92259,1729,1077,59387
epoch_43,uid_229622,1253,104374,6539,64839,497,67087,44665,1194,5903,1682,7460,114935
epoch_43,uid_167368,59387,27878,1931,1066,36,122926,2732,1185,3819,70293,5902,6331
epoch_43,uid_21772,61236,104374,46578,7460,1729,7160,64839,95167,2664,1931,3552,3703
epoch_43,uid_176555,5902,3536,1466,2333,27846,2064,3676,1077,1361,95654,3703,7063
epoch_43,uid_166868,7460,27846,26903,1253,83134,150,64839,1584,1365,475,1929,7649
epoch_44,uid_128088,48774,1292,4326,2948,4979,4880,33154,72733,89745,51091,52241,1194
epoch_44,uid_267455,2288,8798,3536,104374,179133,4378,1279,2732,5903,2739,448,71579
epoch_44,uid_73381,1185,6818,1292,74324,1955,4326,7063,1929,1641,2144,1653,926
epoch_44,uid_117628,246,1653,62344,8798,1931,4720,7460,4378,3671,74324,7649,6818
epoch_44,uid_21453,1931,1653,74324,81591,5903,1955,4422,27846,3104,17,4979,83134
epoch_44,uid_229622,7209,179133,91542,7649,1279,1274,1653,1028,589,1449,3959,48774
epoch_44,uid_167368,74324,69481,4422,1955,3536,2144,1729,1641,926,51091,58998,2971
epoch_44,uid_21772,2732,246,81591,27660,7980,223,4754,2194,1131,7649,4326,179133
epoch_44,uid_176555,1104,5903,2948,1252,3096,1641,44665,4378,7460,2312,2144,26133
epoch_44,uid_166868,2732,1641,555,74324,1955,2664,5103,7147,8950,65188,2948,8798
epoch_45,uid_128088,4378,3959,1287,6539,5074,1178,2788,4978,6377,3536,2288,96610
epoch_45,uid_267455,4326,1227,3083,1361,50685,7209,1292,1274,1231,1287,69951,7063
epoch_45,uid_73381,2501,1279,2795,7263,4993,3703,4239,5903,4235,8798,6377,2076
epoch_45,uid_117628,2501,1279,4235,1955,27846,1282,2076,7063,1292,3481,83134,97
epoch_45,uid_21453,2076,4326,179133,4235,3083,114935,4378,8798,85414,91542,7209,1216
epoch_45,uid_229622,4235,914,4422,2501,2633,1610,2788,171763,74324,7063,1282,3083
epoch_45,uid_167368,2359,2795,3545,8917,1997,2423,2633,1279,3481,62,2249,46976
epoch_45,uid_21772,33154,1653,59387,104944,1279,4963,8798,8874,4378,5103,2144,3083
epoch_45,uid_176555,33154,1929,2288,74727,3083,59026,3545,4422,2194,3629,2788,3543
epoch_45,uid_166868,1086,2795,115617,1279,74727,27660,7160,1282,59026,27878,62344,59387
epoch_46,uid_128088,6218,1929,117533,1231,81562,223,4855,4903,27317,3543,8604,2797
epoch_46,uid_267455,71462,1282,7460,1955,2348,4016,4422,892,114935,7980,59026,59387
epoch_46,uid_73381,7209,1131,1194,1073,1449,5890,497,5791,59026,3152,4855,3676
epoch_46,uid_117628,4326,3676,8874,92259,4016,8604,2144,1449,112290,1131,4979,106782
epoch_46,uid_21453,1610,5103,1131,8874,150,2599,3671,72226,6787,6867,71462,1231
epoch_46,uid_229622,8950,1261,8874,8604,3788,62344,8798,5890,71462,5791,72226,1939
epoch_46,uid_167368,1929,92259,171763,8874,1269,4963,1292,6867,17,8604,59404,3740
epoch_46,uid_21772,7263,5890,48774,914,926,7063,71462,8604,114935,2348,892,3545
epoch_46,uid_176555,59387,1231,5418,3788,2971,1301,3252,7263,4979,2927,8254,69951
epoch_46,uid_166868,1301,4979,6870,3362,7209,4378,122926,114935,2927,8604,112290,2788
epoch_47,uid_128088,6874,4427,26133,714,1358,171763,3788,80463,1955,1837,8970,5899
epoch_47,uid_267455,1939,3415,5103,4066,8340,5902,926,1672,3703,86833,2312,7505
epoch_47,uid_73381,27317,5899,52241,2927,1939,3545,67087,1729,1274,5074,26903,1104
epoch_47,uid_117628,5890,72226,3178,3545,59026,3703,58,2312,1216,67087,52241,86833
epoch_47,uid_21453,59026,1028,2248,2927,3178,47152,6331,714,99114,51091,2413,52241
epoch_47,uid_229622,2312,52241,1216,3676,4066,59026,27660,1955,3104,104944,3178,2927
epoch_47,uid_167368,52241,7445,114935,5903,4066,79091,1274,2993,2927,69951,2312,72733
epoch_47,uid_21772,3178,58,1955,4235,63082,1292,1266,2248,2501,3104,1301,7445
epoch_47,uid_176555,1729,54997,8874,3104,3152,4066,2160,55765,83134,26903,104944,64614
epoch_47,uid_166868,3104,1194,1185,1131,1216,4235,44665,26133,1299,2395,3676,5902
epoch_48,uid_128088,6870,74727,475,83134,2249,2359,5103,2996,3741,8917,25940,179133
epoch_48,uid_267455,2423,497,70286,55444,6003,7802,85414,3481,26133,7939,171763,54001
epoch_48,uid_73381,3083,8604,6331,3536,4978,4979,2966,78499,55444,3788,74727,3271
epoch_48,uid_117628,71462,6870,1361,2948,2788,3788,69951,63082,46976,171763,2423,91542
epoch_48,uid_21453,2249,1365,2948,7802,2788,1282,74727,171763,1178,5074,8961,2144
epoch_48,uid_229622,1365,7980,4378,2948,6867,7802,1361,6870,892,26903,2971,2423
epoch_48,uid_167368,1216,54999,7980,6870,2160,7027,1125,281,3788,91542,3629,5418
epoch_48,uid_21772,52241,1361,1954,47152,1365,2423,69951,53123,337,1216,2395,51091
epoch_48,uid_176555,2633,6818,52241,3552,4903,4678,8798,2058,1365,115617,1299,51091
epoch_48,uid_166868,7263,8917,91542,3552,2996,5074,1028,111759,51662,71462,6987,1939
epoch_49,uid_128088,71462,2058,3629,63859,26743,26903,1125,58425,7445,106782,96829,8961
epoch_49,uid_267455,46976,58,2395,1178,96829,2927,117176,1365,8604,117438,52241,5074
epoch_49,uid_73381,73017,1096,589,1216,150,2991,3819,1672,76251,59404,6218,122926
epoch_49,uid_117628,150,1104,1365,64614,2413,555,53123,3552,5074,262,96829,337
epoch_49,uid_21453,73017,63082,1104,1672,2312,67087,45950,7560,4886,497,2739,8604
epoch_49,uid_229622,2160,64614,43396,63082,74727,3671,26133,53123,4979,36,7438,99114
epoch_49,uid_167368,1672,7939,6270,27904,27790,6218,64839,1689,81788,97,1104,714
epoch_49,uid_21772,2948,5074,54001,99114,64614,3788,2993,2971,5903,91542,96829,26903
epoch_49,uid_176555,26743,1955,27790,1279,8961,134853,54001,1357,5890,64839,87232,74458
epoch_49,uid_166868,73017,85414,52241,44761,3788,2312,101864,3545,1104,1178,134853,54999
epoch_50,uid_128088,1301,1466,166643,4016,2947,118082,6331,72226,1104,262,4489,60948
epoch_50,uid_267455,45950,5446,2333,6867,1689,7560,3788,4239,281,4903,73017,6942
epoch_50,uid_73381,3740,892,47152,232,4016,4066,64839,1365,73323,97913,2312,101864
epoch_50,uid_117628,2333,4066,74727,1077,81591,111781,54999,926,134853,104913,87232,1150
epoch_50,uid_21453,134853,4016,2160,2333,232,3788,1125,7147,892,5446,1274,2108
epoch_50,uid_229622,1729,4016,1269,47152,1104,2333,232,4239,1066,69951,2413,2395
epoch_50,uid_167368,1131,26903,86345,4016,2413,1365,1757,3062,27773,2966,1361,1967
epoch_50,uid_21772,5446,54999,2333,6942,1939,134853,3676,5791,85414,1273,26133,4066
epoch_50,uid_176555,2413,1921,232,1073,67087,2732,1216,4016,7980,104283,95858,2947
epoch_50,uid_166868,1394,232,1269,1077,2160,4720,2413,2739,281,97913,994,6942
epoch_51,uid_128088,3545,5890,509,1689,54999,2005,1361,1188,100714,40278,4754,2351
epoch_51,uid_267455,3104,26903,249,54999,104944,2788,27790,2396,1066,1641,114554,127098
epoch_51,uid_73381,26133,58998,1358,72226,7560,112556,1689,79702,6874,2313,104944,71579
epoch_51,uid_117628,26903,4239,249,27831,2160,3083,1299,2348,76251,4754,58998,3536
epoch_51,uid_21453,4754,54999,27831,223,69951,1967,26903,1689,2359,1299,64839,27660
epoch_51,uid_229622,249,51091,27831,1178,5074,73017,59404,4754,97,2993,104913,1299
epoch_51,uid_167368,1387,6461,2599,83134,1939,76251,5812,2396,892,63082,2108,1178
epoch_51,uid_21772,76251,249,1299,27831,3543,5669,1104,2413,71579,59404,714,122926
epoch_51,uid_176555,59404,111759,97,4754,249,2313,1938,52319,1387,8604,2716,6299
epoch_51,uid_166868,5890,4754,72226,2599,171763,69951,364,2396,6787,59404,2993,1274
epoch_52,uid_128088,8950,3334,30810,1956,1927,86345,67087,1296,892,2423,122926,4066
epoch_52,uid_267455,994,555,74727,100714,40278,2176,73323,105355,40815,3543,3505,81788
epoch_52,uid_73381,1066,8014,85414,81788,2788,45950,102666,4678,70293,364,1125,177765
epoch_52,uid_117628,33660,122926,6796,71579,6218,7980,85414,59404,6867,1274,3819,51091
epoch_52,uid_21453,6218,4239,59404,122926,96829,7445,6870,33660,2423,71579,86833,64614
epoch_52,uid_229622,71579,3481,54999,6331,3536,33660,95167,6218,86833,1150,1689,54001
epoch_52,uid_167368,33660,2788,4034,448,74727,3083,104944,7139,4239,134853,4754,54001
epoch_52,uid_21772,3271,171763,2788,74727,33660,1066,3536,3481,58998,1150,8958,2927
epoch_52,uid_176555,6218,2501,3271,4720,27660,86833,1653,1689,53123,72720,2739,3415
epoch_52,uid_166868,27831,4239,1757,3819,96829,1358,1231,67087,2248,27741,4066,7560
epoch_53,uid_128088,2739,5952,3114,27660,114662,4082,95167,1542,7438,80906,5812,71579
epoch_53,uid_267455,1269,122926,3819,2160,102666,3062,104913,1729,4329,7139,76251,27904
epoch_53,uid_73381,51091,114554,1210,6987,104913,5446,1269,4329,5669,7939,112175,1273
epoch_53,uid_117628,1672,1689,64839,3114,714,3104,1269,5446,95167,2739,114554,27904
epoch_53,uid_21453,4066,111781,26133,53123,2005,3062,27904,86345,87232,4329,101864,33794
epoch_53,uid_229622,3819,581,2194,96829,122926,111781,5446,3703,76251,2739,555,27904
epoch_53,uid_167368,3671,2248,7438,95167,104913,1243,2947,1273,497,5049,2333,581
epoch_53,uid_21772,1672,2739,6867,1689,111781,27904,45950,8014,3819,3114,581,96610
epoch_53,uid_176555,104913,3819,4886,5899,114662,2005,96829,27904,100714,281,1066,213
epoch_53,uid_166868,4886,95167,1689,4016,4329,33794,3703,5903,111781,5446,95858,7027
epoch_54,uid_128088,6188,46976,1348,27904,364,938,7460,1672,3342,2108,8014,8798
epoch_54,uid_267455,337,1938,1125,7027,128360,2108,111781,714,1096,7445,4754,1240
epoch_54,uid_73381,27904,1757,4754,2248,106642,97,7147,3062,1542,851,1178,281
epoch_54,uid_117628,1066,1178,27741,45950,892,7445,26743,1,26133,102666,5791,851
epoch_54,uid_21453,1066,851,102666,1757,5899,97,1939,3819,5421,40278,68073,6270
epoch_54,uid_229622,1954,1672,102666,7027,851,40278,68073,1292,3543,2108,5902,1125
epoch_54,uid_167368,1954,102666,40278,71579,47152,68073,6856,5899,8014,26743,26133,1358
epoch_54,uid_21772,1178,7802,3275,497,4034,1,104913,2108,6218,30803,114554,2396
epoch_54,uid_176555,7802,40278,2108,71579,1672,63082,2248,1757,8340,76251,3062,4239
epoch_54,uid_166868,92259,1,27904,1672,68073,8014,100714,345,1066,2348,81591,8958
epoch_55,uid_128088,99437,114945,1584,128360,8879,7089,55280,2180,3152,581,55444,6299
epoch_55,uid_267455,262,87306,851,59404,33660,6796,95167,97,6662,2966,58998,8014
epoch_55,uid_73381,6796,1028,134853,249,8961,64614,30803,55765,6867,27741,3334,8970
