,,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10,top_11,top_12,top_13,top_14,top_15,top_16,top_17,top_18,top_19,top_20,top_21,top_22,top_23,top_24,top_25,top_26,top_27,top_28,top_29,top_30,top_31,top_32,top_33,top_34,top_35,top_36,top_37,top_38,top_39,top_40,top_41,top_42,top_43,top_44,top_45,top_46,top_47,top_48,top_49,top_50,top_51,top_52,top_53,top_54,top_55,top_56,top_57,top_58,top_59,top_60,top_61,top_62,top_63,top_64,top_65,top_66,top_67,top_68,top_69,top_70,top_71,top_72,top_73,top_74,top_75,top_76,top_77,top_78,top_79,top_80,top_81,top_82,top_83,top_84,top_85,top_86,top_87,top_88,top_89,top_90,top_91,top_92,top_93,top_94,top_95,top_96,top_97,top_98,top_99,top_100
epoch_0,uid_214234,318,904,50,858,2019,1276,900,1203,4027,1148,1233,908,5618,4011,1211,44555,1172,1845,1250,306,1304,2542,1201,2329,1193,1036,1617,2300,1198,1234,1245,912,1293,1262,4995,2028,5013,4973,2324,3265,1222,541,3435,116797,293,1284,953,593,68237,899,1500,296,1278,950,49530,6377,910,1212,1196,1291,1237,78499,1136,1079,134130,249,3147,1207,7153,903,3022,4037,50872,2959,34405,150,457,105355,2318,4993,3020,2804,5989,4848,599,589,356,3252,4881,1466,2268,138036,1224,2194,3160,1089,48780,3681,745,55247
epoch_0,uid_238979,1148,5618,908,912,913,1207,903,904,541,1206,164179,1237,950,2324,1172,2329,750,2692,1203,2677,2186,1234,902,2542,1204,1201,1136,1198,2132,1298,2858,665,5995,2019,1719,1257,1193,1256,1276,1233,1211,2804,6773,4881,142488,3468,50,67255,1197,55247,5291,1732,1247,1250,899,3020,1218,4011,898,318,778,34405,900,1281,1446,2908,953,1228,97938,109487,4878,858,1199,3996,3435,1175,3462,951,1953,86882,1284,4848,1232,924,923,1214,55276,1304,910,4016,2502,7090,3581,2300,3252,116797,1079,745,1704,5225
epoch_0,uid_101768,1203,318,912,1136,1193,296,1250,50,904,3730,2019,900,3000,1278,1247,1234,44555,79132,1276,2329,4973,7090,1204,134130,1949,94959,3435,3022,3421,527,5291,1211,56782,899,48516,3030,3007,8132,1304,2132,1253,3147,922,2997,1197,1732,5618,1233,898,142488,58559,953,541,1222,665,7156,1172,1291,260,1214,2819,1201,750,31410,678,1207,1625,1259,1209,1283,5995,1260,34405,3671,2324,1264,1262,73,608,1258,3360,2542,1198,1213,720,1960,969,4011,930,7027,290,3020,1256,2686,88125,1704,106916,1217,1374,47610
epoch_0,uid_82109,527,1193,1234,318,50,3435,306,3022,164179,1250,296,1203,110,1225,1237,1256,4848,945,930,3134,2329,1259,4226,1148,1276,5225,1201,1208,1089,1260,72641,555,2804,2289,56782,1304,3996,6807,2762,3578,36,6724,1258,1617,4973,4878,2677,3897,7090,3681,1224,5989,899,1266,3683,7361,778,950,30707,1949,3468,2318,2132,6299,954,1220,4037,1446,7327,904,2186,5147,2324,912,908,3307,2918,1211,1246,750,265,29,1732,2502,32,1280,1233,593,1209,4326,5995,3503,4262,63876,1953,7482,6957,1278,5291,215
epoch_0,uid_20804,904,908,3000,5618,5995,2019,2918,3022,1172,1276,55290,1283,3435,1203,1262,1233,50,912,2289,1204,2329,750,44555,1197,900,3910,3683,2318,902,2324,910,1217,3468,1257,1211,945,3030,4720,1136,1201,4878,5878,1237,1250,1963,1230,4973,134130,903,5292,1207,60069,3911,4886,1222,6377,1278,4848,1209,1212,1961,1089,930,1264,720,162414,899,1175,935,6,1148,2804,1220,2905,4011,2654,293,50685,4102,2762,1949,3037,165549,2745,951,115713,56782,1845,1238,2300,919,2132,969,48516,7649,1228,152081,3160,741,142488
epoch_0,uid_10839,1276,1203,5618,2019,908,44555,1245,50,904,1233,3030,1250,899,1201,1207,1193,111,1234,2959,1221,3435,1845,1206,1148,3000,541,1172,913,4011,910,44199,3022,2918,2819,3020,1198,3252,2132,1225,1217,1284,1136,919,3429,1204,1260,142488,2692,1256,49530,3730,318,3683,858,527,903,138036,593,2905,6350,34405,950,1218,2186,33166,1220,1209,1293,356,3629,319,1197,1617,2010,1196,48780,1258,2324,912,2762,745,2329,1089,1208,930,306,1079,3703,1954,1222,1247,5995,1036,1237,902,3468,720,5971,112552,5291
epoch_0,uid_206194,858,1203,1193,50,2959,1221,2019,1617,3435,1136,750,1089,3022,1234,44555,950,4848,945,116797,86504,899,1197,79132,1256,68237,2692,1235,1263,2288,1262,910,164179,4011,3508,5673,1200,48774,1237,1258,1257,68358,7090,44191,3134,1304,2804,922,1211,933,1276,134130,1954,48780,38061,1220,1250,3429,5618,1259,2132,69481,1784,1172,1260,1213,1265,2324,68157,1845,1283,3476,4902,3275,26133,5291,3089,26662,2109,293,4105,48516,951,71535,720,665,68954,4881,920,1204,2908,2160,49530,33166,1799,3730,6296,3000,1090,3147,4327
epoch_0,uid_187884,5291,1222,3435,541,1197,1203,2329,1237,778,44555,1250,912,2324,50,2019,2542,306,5618,1172,3147,1201,1198,164179,7153,296,527,68157,1259,1617,3508,4848,4993,1136,142488,1208,293,4973,1293,318,79185,48516,4011,908,1258,3671,1204,30707,110,1211,665,112552,1193,1089,904,60069,1256,47,2959,3730,1213,1719,5995,899,2692,3000,910,5989,56782,3022,5225,356,3503,922,1260,898,750,4312,45081,1625,589,900,1281,134130,1207,1225,2908,1148,101,945,2858,1340,4037,79357,720,7099,112852,106916,2686,1845,3897
epoch_0,uid_165585,2324,7153,3435,2959,1250,2019,2542,3020,50,1203,79132,2329,4993,48780,60069,5225,1206,48516,67255,904,1653,953,1276,3000,306,318,945,4011,2571,134130,44555,4973,55290,908,1260,47,3147,527,1527,4878,1193,1270,4226,1234,912,2249,1281,1237,2289,7445,3681,541,1500,1207,2318,1197,599,1732,1172,1264,4995,900,8132,1222,142488,1259,49272,58559,5995,50872,4886,1945,1150,1246,858,555,5618,899,164179,5291,947,3030,8961,63876,3022,293,903,919,930,2908,1209,678,2804,1136,34405,4963,1682,69844,2819,57669
epoch_0,uid_76559,912,858,1136,2019,1221,1193,1211,2858,109374,3030,1276,2132,5291,900,3996,1214,4027,7090,1212,1207,3435,1209,1148,122886,1719,922,3000,2329,899,1258,3429,1230,1225,903,527,91529,33166,3317,5225,165549,913,1228,1224,3910,800,898,1260,1172,1264,1340,4720,1797,919,1272,45081,142488,3730,306,2359,1256,1245,8228,923,2905,5618,1446,4105,1189,1267,112552,34437,1249,134130,112852,3548,48394,945,7327,2863,6870,1257,2502,84152,1732,7323,5013,541,74727,86882,2908,1252,4848,55442,1280,5673,3360,265,4881,954,1284
epoch_0,uid_89916,5618,1203,2019,2959,3030,1276,1233,900,50,1172,44555,4848,1147,31410,3435,1237,1283,2324,527,52281,1446,138036,116797,1197,49272,55247,1228,6773,58559,5013,2677,1304,902,97938,2318,678,3000,152081,1230,5291,60069,1293,2289,1260,109374,134130,86882,34405,1211,741,919,91529,69844,3022,4037,26662,265,930,2644,2186,3681,53519,73,1209,68237,2726,56782,2064,1245,290,899,3629,142488,4873,48738,7090,1845,79185,50872,5903,8638,947,1217,599,2249,319,1175,67255,778,78499,2731,1232,91542,61240,68157,5690,1281,3317,2863,17
epoch_0,uid_200726,2019,4993,5618,1214,1200,2571,1196,318,2324,7153,1233,1193,1203,1198,930,3030,541,260,2959,1210,593,4878,5291,1270,1209,1276,79132,2132,1234,138036,306,1262,48394,1291,56782,3429,5225,3435,908,527,6016,1250,1201,2542,97938,5952,5013,33166,904,53519,913,34405,1260,4973,1204,589,4226,2318,1136,1240,1527,902,924,2908,3022,4011,68157,1293,750,162,2791,1207,912,30749,6350,111,3020,4027,5971,2329,7090,1283,134130,1256,1080,109374,215,4037,73,1278,5060,319,2858,89745,1147,60069,900,33794,910,678
epoch_0,uid_244,318,912,904,750,1198,908,2019,2324,1193,3030,1207,1203,5291,1197,1250,3000,2959,109374,1200,3022,44555,84152,2132,933,50,142488,913,4027,900,5995,79132,164179,1233,5618,745,2571,1136,1172,1148,1387,2329,1257,1196,1234,919,3435,1267,34405,91529,3681,2804,44191,527,541,1204,1201,4011,899,8638,47,92259,3730,950,61240,2289,60069,3317,1276,1270,4848,260,5013,4973,903,3147,138036,109487,82459,2028,930,3429,63082,4881,134130,954,1283,1732,3020,1968,1237,1446,68157,1719,1625,73,1217,48780,112552,951,67255
epoch_0,uid_220558,1250,858,904,1217,2324,49272,1209,912,593,1283,1256,527,908,1276,1207,1234,3629,2329,5954,3022,6,319,134130,1218,6502,1257,2467,1957,457,900,778,38061,2762,1387,2692,2819,2318,1204,1211,1097,6016,947,7482,1961,1230,2132,74324,3897,33166,1213,61240,1089,1233,6957,608,953,4848,290,2028,71579,3429,1262,3468,1226,8645,1845,2929,3508,2248,5421,2289,6874,1189,106918,971,952,910,2654,71535,903,2542,1036,6787,116797,108932,4014,1090,86504,3581,1172,1254,55276,1148,8228,4327,951,26614,7156,2360,1304
epoch_0,uid_250894,858,50,750,904,912,2019,1250,1203,1262,2858,4973,3030,908,1276,900,899,1221,2132,1291,3000,1201,1304,2324,1259,1204,48516,47,1207,1197,1208,1228,1617,1256,541,910,5618,903,446,86882,923,3429,1214,1210,142488,1225,1148,3508,1293,4995,4027,1281,2686,1283,2542,56782,3996,112552,2329,1211,306,1264,48394,1237,4312,1200,2804,122886,49272,86504,1193,945,30707,2300,930,115713,7090,134130,1797,1175,922,2357,3435,44555,4226,89745,919,913,2863,109374,4848,3360,1234,2819,1209,1263,1089,950,971,1213,2791
epoch_0,uid_169755,5952,750,7153,50,2997,1136,1193,1148,30707,48394,1204,49272,899,1089,1291,5618,2858,2571,3030,913,2183,3435,76093,46976,1446,2318,2324,1256,296,593,4878,1211,1228,4037,1234,2951,1333,1262,2804,318,30749,48516,1203,2289,8132,3677,745,2186,1610,1259,1232,162,1080,1254,31658,1208,950,165549,48043,947,2599,92259,34405,921,471,43396,1264,1172,1201,1079,1292,1252,79357,1250,1225,6993,7323,1267,6807,2843,4902,319,265,1304,164179,63876,79185,5291,3246,6787,549,904,2329,5060,53519,1953,1212,1394,26903,3022
epoch_0,uid_5275,527,318,356,904,1207,2329,79132,541,44555,50,142488,1201,1225,1250,899,750,4011,48516,1209,7153,2019,5618,5952,34405,908,1196,1089,2918,2571,6874,4327,1233,1293,1193,1203,4995,1258,1172,1278,4973,58559,97938,31658,1234,1732,1259,858,138036,1283,898,1256,2132,110,109374,4848,4878,2959,7090,903,900,2804,1198,1500,152081,1136,1949,290,1247,2791,1211,1148,296,5971,4993,921,1237,68157,930,778,111,63876,1220,1219,4027,215,194,1222,2905,293,1262,319,3507,1217,2762,2677,115617,1845,57669,3671,112290
epoch_0,uid_275947,1193,2019,5618,3030,904,3435,745,1446,1234,1198,3022,1250,1204,912,1260,2959,5291,1201,31658,1172,30707,48516,1209,2324,2677,1233,3730,1303,3996,4027,4037,2186,5995,1148,1237,741,1617,1228,7090,34405,2571,1203,902,969,1625,53519,1207,2918,908,2289,3198,6299,1197,162414,1961,55247,1220,4226,541,4878,1225,933,5060,919,142488,86504,2726,4327,1221,2908,4011,3949,1953,3911,953,31410,921,2858,5971,2804,319,2300,44555,265,913,138036,750,3429,97938,3020,940,74458,900,4973,1211,68954,903,3683,3548,1222
epoch_0,uid_75629,2132,910,1203,5937,1212,1303,922,1216,112183,1104,5147,954,1211,3548,4262,120807,31410,112552,753,2130,900,3468,7371,176371,2843,97866,1256,112852,90746,8132,6350,3022,5105,7137,109374,1280,26398,3061,106441,1260,115122,290,76093,2565,971,46976,952,4644,5888,1202,167546,7802,74727,3675,86504,106918,77455,95313,3158,27317,93510,27674,100106,6271,2150,909,32840,72356,48738,4697,7815,47152,1809,2929,5893,179133,2005,940,61240,79008,7387,7773,8016,7560,1254,32898,26269,27846,58146,945,950,942,87304,1949,2927,7327,59404,168610,81018,6530
epoch_0,uid_114724,912,858,318,1193,904,50,1136,1203,2571,908,1276,4993,296,1214,2959,1221,1233,1250,2028,527,3730,1210,1198,2329,2324,1196,1225,1234,1211,4027,3147,899,260,150,1207,5618,2132,1201,33166,44555,6539,4848,134130,1291,47610,38061,1262,2762,1258,1283,2804,900,7090,608,86882,1089,1172,164179,4995,5291,1208,2542,4973,1212,1732,2019,152081,1036,778,3681,7153,110,60069,922,1617,69844,1256,68237,541,1265,5952,3476,589,55820,3089,293,1230,2289,3508,88125,215,750,1200,800,4226,91542,2692,79132,44191,109487
epoch_0,uid_33249,2019,50,5618,1203,593,3000,1237,898,112552,910,3429,2858,1213,3030,1250,1617,1148,908,1211,1260,5291,1172,1262,665,904,1245,1293,750,1204,3435,318,306,900,2186,2183,1201,1193,40819,945,1276,599,1197,60069,1136,527,1278,4312,1224,4027,8132,2677,1259,4011,2959,1254,924,293,2739,61240,1394,3317,745,971,1952,902,73,919,48780,3022,1079,720,3360,79132,912,1223,5995,1263,457,947,1234,2324,1233,5292,903,541,3503,86504,53519,5013,1235,2762,1208,7802,1209,3020,98491,2268,1304,1217,608
epoch_0,uid_247668,858,1193,1136,593,1203,541,318,1276,1148,904,50,1208,912,164179,745,3000,1201,5618,3949,1732,319,908,1211,1213,296,1237,910,2329,1221,1225,527,290,1250,1256,2300,2858,1233,2542,4848,109487,1617,3508,1089,1214,4878,4027,2324,1234,950,3022,60069,1172,1199,6773,4993,4011,2959,2843,1196,3996,1304,1258,5291,1209,2289,2692,3581,446,2804,741,1207,7361,720,599,3265,4995,1263,5690,1228,1200,2819,969,899,86882,2288,356,913,2132,86347,902,3503,2028,4226,1198,2336,1247,3435,4902,48780,750
epoch_0,uid_194125,306,4262,319,2542,1250,1203,3022,2019,1270,1237,97938,293,1276,33794,4878,7090,44665,1233,8370,7649,1204,8957,363,1198,1254,38061,5060,1361,2618,1230,57669,164179,5618,2076,134130,8730,114935,7361,898,2318,4848,46976,4014,674,3114,3449,1266,1374,3435,152081,2762,2467,1090,34405,60069,233,555,60074,1262,79357,51678,3000,67255,122922,2677,53956,88125,3911,6377,27660,8340,1194,290,1263,249,6807,7482,88812,177593,48165,4144,68237,1301,3483,480,1256,1929,3527,4896,61,3252,8604,162,2908,79185,1259,1245,1283,307,2617
epoch_0,uid_63080,1203,912,1200,1196,1210,930,2571,1230,908,3030,50,1250,38061,260,1213,541,2019,1214,1276,3022,1283,1233,1262,945,2028,5291,1199,290,720,1193,3134,1207,49272,3362,4848,1961,1256,904,2300,900,3429,1304,51255,162414,1198,2132,164179,2819,2908,1148,55442,1247,306,1234,109487,40819,81845,356,86504,527,67255,364,1097,106916,2804,1228,44555,1204,1208,1175,599,1732,3000,4027,2329,73017,2289,1201,34405,3317,7090,1270,745,61240,7156,950,3551,2542,1960,933,142488,2677,4878,319,1090,4327,954,3089,6502,3020
epoch_0,uid_69627,2019,858,1198,1196,1250,44555,1214,2571,50,912,1276,1233,1201,527,1234,3421,904,1225,296,2329,265,1221,2692,69844,1036,5291,1245,3435,908,293,900,2289,1136,1203,541,1204,50872,48516,318,2324,750,1228,1193,1262,1732,5995,1197,2918,1617,5618,3996,5225,34405,903,4993,1260,86882,1172,599,89745,1303,1209,919,778,1222,1213,593,4027,899,215,1293,7323,910,1256,55247,3020,2318,1207,2186,1304,162,1237,38061,33166,112552,2804,306,3317,1189,48780,4011,3468,2761,48043,1446,47,1281,142488,49272,40815
epoch_0,uid_30888,318,5618,1233,1203,900,1200,6016,1262,1234,3435,138036,5291,50,1276,1201,142488,1172,1198,2019,4641,1283,1196,2804,1250,1222,541,1209,3022,79132,1260,1204,4848,319,1230,3503,899,58559,1270,2076,446,1237,3703,86882,72226,44555,1214,1247,2542,930,31658,34405,1197,908,3476,589,6350,4011,1617,101,3000,2905,3089,33166,952,2908,1207,97938,1264,3545,1217,86504,32,593,555,1254,2132,1278,1218,3683,4901,54997,2686,164179,56782,678,116797,898,457,31410,3462,1960,1446,1211,1249,5060,3730,2959,1293,913,947
epoch_0,uid_71789,858,2571,318,912,4993,2329,1283,1276,953,1203,2324,1237,2019,356,1221,1259,5952,2542,900,1210,7090,950,293,1211,930,47,7153,1281,1209,1267,1214,1250,2908,296,1193,1201,1304,5618,142488,541,4226,3000,50,908,4327,1172,260,1089,1204,898,6807,6016,3578,1198,5291,593,924,904,750,1207,1136,4011,2132,3022,527,4848,940,1234,3147,1260,79132,3949,1262,5995,3265,2288,1256,2186,1617,2692,1291,1196,800,1293,69844,40819,2028,2951,608,1303,5989,599,306,3114,1500,1265,1148,3996,63876,1228
epoch_0,uid_101100,2019,50,5291,593,2329,1136,2324,3949,2762,1234,4993,3429,4878,1203,293,7153,1196,61240,1193,306,1210,1214,34405,5618,33166,912,5952,457,260,1213,527,741,1254,904,2692,1278,1617,7090,858,1945,1172,924,800,2360,49272,1293,541,1211,4995,1250,1204,1845,2300,2677,1207,1291,356,2132,1,1500,3265,1276,908,898,47610,1303,2858,1262,3030,48780,900,2542,1283,1209,1089,60069,4312,750,2908,55442,57669,73,1249,1147,134130,150,1258,1260,4027,1256,3147,1197,162,1446,296,1148,1230,1198,4327,899
epoch_0,uid_197753,4993,318,1196,1198,904,1259,5952,4973,1278,2324,2019,900,91529,1193,50,1222,1293,1210,58559,1197,908,5618,903,5013,1252,3429,1262,54259,5878,8950,1036,6188,4011,1304,68157,930,2791,2010,1960,7153,1207,3639,940,106916,4754,2542,1247,50872,44555,8132,2686,1125,3307,3148,1234,2644,1610,293,1291,5669,555,1148,162,33166,6721,3275,1318,6978,1246,2761,1097,4306,1394,1226,5991,4855,2357,96281,1944,921,48516,750,32,30749,111,924,101864,1172,1270,106002,4881,3911,6620,86898,4034,138036,319,597,1250,42518
epoch_0,uid_78389,3000,900,1203,5618,91529,2571,930,58559,904,1208,912,2324,2019,4878,1196,2959,1204,30707,750,1237,1276,1198,1136,2804,1262,922,138036,1201,1147,3949,1281,79132,3317,924,3360,1732,142488,3429,7090,1193,97938,2186,72226,908,86882,5291,2542,1283,4995,933,1704,1225,1148,215,2501,48780,2329,1259,3435,6296,940,1250,2010,47610,1968,1960,33166,6773,5995,60069,2677,1233,56782,2761,2132,7156,2686,951,5013,152081,1257,1217,2300,903,2905,919,1197,1211,306,86504,5878,48516,858,910,1210,3503,1230,50,2819,2289
epoch_0,uid_89665,318,527,2858,4973,904,899,2324,5013,1193,2019,593,2959,5618,1200,138036,50,109487,1207,60069,2804,142488,2329,1203,97938,4878,778,73,913,293,8132,164179,1196,1259,1198,900,1256,1704,134130,1213,3147,922,122886,4011,1617,3307,44555,152081,79357,33166,2289,3552,1283,908,63082,1175,1089,5995,1201,1258,91529,79132,1224,1197,2908,912,56782,1206,4995,1233,951,7090,4226,84152,1104,86504,1172,1276,1247,1209,48780,2686,2920,1257,3020,1262,4327,910,1234,48516,7802,115617,2300,122926,6187,1250,106916,115713,3508,1230,6
epoch_0,uid_78821,541,5618,318,2019,1237,1203,3000,1211,2324,1196,1262,858,1233,1148,930,142488,910,1276,5291,3022,902,750,904,48516,899,1234,3435,1283,1193,2692,908,31658,1089,3629,3468,1201,1213,1197,44555,951,2858,913,56782,50,1175,356,1260,2819,1204,912,589,260,109374,2843,164179,7090,2132,555,293,919,1222,446,3030,900,1228,1250,940,1263,1136,97938,5971,2268,319,2020,1172,2288,2804,2677,954,111759,1207,1732,91529,50685,1214,57669,58559,924,3911,1884,3134,2318,162414,7327,1212,1617,1256,49272,65261,1446
epoch_0,uid_236194,55247,1197,1276,912,5618,1223,1446,1298,109374,954,2300,50,3030,2396,3000,1237,2918,933,7090,1260,26662,3160,142488,2132,1212,8254,2019,1203,945,851,1201,2268,608,1148,68237,745,922,1303,49530,665,71535,741,3095,915,53519,3020,3435,1080,1288,3317,1200,1257,293,4011,2186,1233,1222,44199,116797,3996,1250,3421,1204,1131,4034,1284,48780,31658,2183,81845,910,952,5291,1265,5971,1211,2677,164179,4144,2150,60069,1873,63515,1230,3252,5644,4848,65261,47629,38061,1193,94959,911,61240,4027,3703,269,2731,3503,8645
epoch_0,uid_82050,858,1276,2324,1264,164179,899,1221,1211,1256,2843,1203,1225,7090,60069,79132,2804,4848,162,953,68157,1172,2183,1250,3508,969,1704,3020,1947,2132,1131,3897,3061,1136,34405,1961,306,912,4327,5060,8961,1196,71535,109374,55820,50,1254,2761,1234,1210,6773,1200,44555,1617,446,1267,115713,5225,1682,1949,290,924,1374,1237,1263,1291,3910,112552,8638,1185,56782,1283,3265,1082,2010,3030,1719,3089,1193,1208,3148,1304,3000,194,2019,608,1214,1244,497,2686,3429,1293,750,5673,2819,1258,5669,1247,109487,4973,1929
epoch_0,uid_196953,1203,1237,48516,4878,899,5618,3435,1230,68237,4641,3000,2019,1250,4011,2329,5291,56782,45081,1204,3030,2186,1206,541,945,953,50685,920,49272,67255,3462,5147,908,2731,903,910,665,904,1219,1719,5225,4848,1953,1278,6242,2686,31658,778,2931,1281,720,8638,4720,106916,1218,1276,60069,55442,34405,1264,900,940,70159,55290,260,2249,33154,1260,907,1304,108932,1234,4312,6711,55276,4973,1293,3468,1446,1172,912,44191,3949,902,86882,1247,44555,1466,1235,2300,63876,1256,2502,2959,109487,2318,2804,930,6440,935,1283
epoch_0,uid_22821,1276,5618,1204,1208,1237,1201,2858,593,903,1245,164179,2300,2132,1219,1148,1211,50,2692,2324,2329,904,4848,541,3468,4993,1250,745,1203,902,356,318,858,319,2677,5952,908,1207,306,1209,750,2019,5291,7153,905,3949,910,2863,3020,3147,3435,923,1732,1193,6773,2186,1283,1617,2918,47,3000,919,296,85774,30707,947,2348,2905,1172,912,1198,109487,1136,1214,4327,446,79357,162414,1256,7323,1225,2542,1281,527,1797,1291,913,951,3536,68237,2268,33896,940,142488,3581,1446,7256,2571,900,1217,1387
epoch_0,uid_81822,1203,2329,50,4973,1276,908,1256,306,1250,4848,1207,1136,1193,1172,1237,3022,1617,1230,2324,750,900,44555,1201,34405,88125,1259,1262,1283,2132,912,1234,778,1293,945,68237,109487,2677,953,1304,1719,2186,3000,5878,4327,142488,2791,3435,1204,899,903,1278,3508,951,1208,2863,115713,1845,48780,1281,910,2300,57669,2289,115617,930,73,67255,1960,5225,1209,61240,51255,69844,898,8228,3429,290,1953,3683,2819,1244,47610,215,1446,134130,1625,923,38061,138036,1194,905,60069,1147,1211,44191,1233,56782,1968,5013,7090
epoch_0,uid_64366,541,49530,2677,665,2019,5618,2289,50,908,1259,164179,53519,1193,290,1276,3435,2542,58559,1256,2329,1199,5291,2618,910,1233,745,4878,1230,903,1204,904,1961,1197,1262,2726,2599,44555,1247,3683,84152,56782,319,306,68237,65261,4037,79185,4011,1234,1219,49272,2664,1203,2502,1207,3147,1252,678,912,48516,111,2804,1228,1148,899,3730,2324,5995,3030,1258,86882,1172,1213,935,1237,4973,1278,1125,1089,448,2318,1845,3134,1209,71535,6350,111759,52281,67255,3476,72641,1198,8154,4239,34405,950,44199,1227,1175,81845
epoch_0,uid_190418,1233,1276,912,1250,908,1262,7090,142488,6957,3030,2542,306,1201,1256,2132,2729,1293,745,3435,1197,1617,678,1283,1234,910,1237,1148,954,904,1245,34405,1228,5013,1207,5995,1446,1172,68157,3089,899,1220,2843,33166,8132,112852,7327,49530,55247,1212,720,3317,101,3421,898,34153,1232,900,109374,446,599,55442,3581,2289,68954,915,152081,945,950,1204,965,4105,65261,2288,2300,3508,68237,6350,134130,2502,7323,115713,3020,29,1949,1466,44555,5291,933,164179,1241,4641,1225,1260,86882,69844,5989,319,8604,665,8154
epoch_0,uid_246021,1193,318,1196,541,858,260,2329,2791,1276,5952,908,4993,293,4262,48394,7153,4226,1172,1291,5995,2019,1262,1203,2318,7361,1210,122886,58559,1258,904,3683,4995,1208,30707,6993,5618,2289,2542,150,3435,4878,5989,930,1089,134130,1232,954,950,1200,2804,899,589,61240,56782,6350,3089,4306,1207,111,88125,2618,3000,1250,7090,33166,1221,53519,1287,4011,306,6242,86882,34153,25,3739,1270,6,910,1263,6773,8910,4881,34405,2745,3741,2324,1617,2729,8645,3508,290,8132,112852,2183,1252,5291,3949,6380,2132,81845
epoch_0,uid_91885,1148,2324,2186,1197,541,5618,745,306,750,2959,1204,1089,1260,1203,50,904,1228,33166,4327,4641,593,1617,34405,164179,318,1208,919,903,3020,1234,2019,68157,1172,908,2132,953,1446,1207,3435,912,3022,1797,3996,1254,720,1136,913,1732,5291,1953,3429,527,7153,1233,319,1293,1256,905,2804,3030,3000,55247,162,1175,1211,8638,951,2843,162414,2571,2858,6773,1206,1283,900,7090,1257,44555,3468,2289,1237,5060,116797,858,2336,1264,142488,4993,2300,741,48516,2329,1198,945,1960,296,3147,79132,508,965
